0.00	608.00	393.00	485.00
0.50	570.00	396.00	481.00
1.00	509.00	395.50	484.00
1.50	446.00	392.00	483.00
2.00	391.00	395.00	484.00
2.50	339.00	391.00	484.00
3.00	302.00	395.00	484.00
4.00	247.00	394.00	483.00
5.00	209.00	395.00	483.00
6.00	178.00	393.00	483.00
7.00	159.00	393.00	483.00
8.00	142.00	395.00	483.00
